SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN
IOLCP,EQ,50,50.4,48.55,49.1,49,49.4,23494,1155374.55,297,INE485C01011
IPAPPM,EQ,293.05,295.95,292.5,293.1,293.15,292.4,10518,3089883.75,214,INE435A01028
IPCALAB,EQ,479,481.9,473,480.1,480,477.15,109920,52674033.7,4390,INE571A01020
IRB,EQ,207.4,208,203.5,206.65,207,207.55,1247877,257169513,13013,INE821I01014
JETAIRWAYS,EQ,549.3,572.5,544.4,569.35,571.8,552.3,2742480,1538596694.75,34619,INE802G01018
JHS,EQ,71.9,72,68.15,69.85,69.5,70.9,140592,9946083.05,1068,INE544H01014
JINDALPHOT,EQ,68.6,71.6,68.6,69.05,69,70.05,11988,834785.45,137,INE796G01012
JINDALPOLY,EQ,364.25,382,354,376.9,375,364.3,214493,79506687.6,7298,INE197D01010
JINDALSAW,EQ,81.7,85.4,81.15,84.25,83.95,82.3,983572,82471278.45,7031,INE324A01024
JINDALSTEL,EQ,115.8,119.8,115.8,119.35,119.8,116.95,4730328,557600230.15,17831,INE749A01030
JINDCOT,EQ,12,12.4,11.9,12.25,12.4,12.15,28571,344057.15,72,INE904J01016
JINDRILL,EQ,145,145,142.55,143.8,144,145,19888,2848574.2,521,INE742C01031
JINDWORLD,EQ,589.25,614,589.25,602.2,601.8,589.25,51734,31149406.95,2029,INE247D01013
JISLDVREQS,EQ,65.4,67.35,65.35,65.75,66,65.35,40401,2667527.55,299,IN9175A01010
JISLJALEQS,EQ,101.65,104.3,101.4,103.35,103.25,102.7,5570057,573473453.45,24227,INE175A01038
JKCEMENT,EQ,934.5,947.9,934.5,943.9,941.1,946.75,17175,16201638.6,727,INE823G01014
JKIL,EQ,282,291,281,289.55,288,284.2,59108,17005713.85,1921,INE576I01022
JKLAKSHMI,EQ,493.8,494.7,481.5,484,483,493.3,26726,13008870.95,3383,INE786A01032
JKPAPER,EQ,91.5,93,89.85,90.55,90,92.85,410137,37501043.05,4892,INE789E01012
JKTYRE,EQ,158.2,161.9,155,161,161,158.9,1444451,229672240.6,14767,INE573A01042
JMA,EQ,227.2,227.25,224.5,226.5,224.5,227.25,323,73335.75,10,INE412C01015
JMCPROJECT,EQ,272,276.45,270.05,271.7,271.1,274.55,19880,5432243.35,240,INE890A01016
JMFINANCIL,EQ,114.75,116.95,114.05,115.7,116.1,115.9,407950,47231505.55,3351,INE780C01023
JMTAUTOLTD,EQ,6.95,7.05,6.35,6.85,6.8,6.85,988197,6521324.35,1512,INE988E01036
JOCIL,EQ,173.1,174.3,169.25,172.25,173.2,173.85,13641,2350673.95,207,INE839G01010
JPASSOCIAT,EQ,21.8,21.95,19.55,20.05,20.1,21,185475558,3832057095.75,98408,INE455F01025
JPINFRATEC,EQ,17.35,17.85,15.6,16.6,16.75,14.9,34167208,574594314.45,32031,INE099J01015
JPOLYINVST,EQ,73.5,73.5,65.35,68.7,69.25,72.8,43691,2983002.1,698,INE147P01019
JPPOWER,EQ,5.6,5.9,5.2,5.25,5.25,5.4,23010660,126914486.75,8263,INE351F01018
JSL,EQ,71,73.6,70.2,71.9,72.1,70.9,252324,18262504.45,1211,INE220G01021
JSLHISAR,EQ,120.05,124,119.05,121.3,123.4,121.5,111573,13482009.9,679,INE455T01018
JSWENERGY,EQ,63.1,64.1,62.65,63.2,63.25,63.15,3963612,251381083.95,7292,INE121E01018
JSWHL,EQ,1685.05,1750,1685.05,1708.95,1712.1,1697.7,4749,8105785.05,178,INE824G01012
JSWSTEEL,EQ,194.25,198.5,192.8,197.55,197.2,194.05,4779335,937739836.4,52012,INE019A01038
JUBILANT,EQ,669.4,694.4,660.5,690.7,691,666.6,464624,315203122.35,21409,INE700A01033
JUBLFOOD,EQ,921.05,942,915.05,938,942,929,316313,295547578.45,8600,INE797F01012
JUBLINDS,EQ,243,249.8,241,245.15,245,244.5,31538,7740081.65,1120,INE645L01011
JUNIORBEES,EQ,262.8,264.69,262.05,263.9,263.85,262.68,13044,3435206.76,167,INF732E01045
JUSTDIAL,EQ,375.9,381.6,365,373.55,372.5,376.6,1241064,464350774.3,16520,INE599M01018
KOTAKBANK,EQ,983.75,983.75,967.85,972.2,974,974.75,1333766,1299419312.8,37444,INE237A01028
KOTAKBKETF,EQ,236.31,237.53,235.01,236,236,236.2,24573,5796345.48,32,INF174K01F59
KOTAKGOLD,EQ,256,256,252.6,254.65,254.95,254.1,35986,9145741.85,190,INF373I01049
KOTAKNIFTY,EQ,954.5,958,952.11,953.89,954.23,955.64,35056,33449889.33,130,INF174K01518
KOTAKNV20,EQ,41,41.4,40.5,41.25,41.25,41.2,2152,88182.8,11,INF174K01Z71
KOTAKPSUBK,EQ,333,333.99,327,331.06,330,335.28,3843,1269513.4,143,INF373I01023
KOTARISUG,EQ,12.8,13.1,12.65,12.85,12.85,13.05,31335,402714.05,51,INE419A01022
KOTHARIPET,EQ,22.2,22.2,21.7,22.1,22.15,21.9,14202,312933.3,71,INE720A01015
KOTHARIPRO,EQ,191,198,184,190.25,191,187,5735,1085525.75,284,INE823A01017
KPIT,EQ,122.15,123.65,121.5,122.95,123.3,122.15,507466,62175575.05,8746,INE836A01035
KPRMILL,EQ,815,815,803,810.15,809,815.1,10151,8222750.7,524,INE930H01023
KRBL,EQ,383.35,383.35,375,376.95,376,381.5,45701,17307128.6,1097,INE001B01026
KRIDHANINF,EQ,70,72,68.15,69.8,69.9,69.45,148837,10450962.95,1177,INE524L01026
KSBPUMPS,EQ,680,804.95,680,770.45,765.05,687.1,279833,218166463.75,11714,INE999A01015
KSCL,EQ,645.3,661.45,642.25,653.25,655.85,647.7,802751,526275626.8,16666,INE455I01029
KSERASERA,EQ,0.2,0.2,0.1,0.15,0.15,0.15,2214966,357949.3,126,INE216D01026
KSK,EQ,8.65,9.15,8.15,8.7,8.7,8.5,696302,6128056.25,1302,INE143H01015
KSL,EQ,419.45,430,414.1,425.65,424.1,421.6,87760,37226930.55,2789,INE907A01026
KTIL,EQ,198.6,198.65,193.65,194.9,195.95,197.15,14441,2824604.5,474,INE096L01025
KTKBANK,EQ,159.8,162.5,158,161.85,161.9,160.75,1827608,294555012.3,11534,INE614B01018
KWALITY,EQ,150.7,154.6,148.2,150.15,149.3,151.45,1560879,237689641.5,8550,INE775B01025
L&TFH,EQ,136.1,141.85,134.6,141.15,141.2,136.55,4897216,682790819,31325,INE498L01015
LAKPRE,EQ,40.5,41,40,41,41,41.1,181,7323.1,10,INE651C01018
LAKSHMIEFL,EQ,37.25,39.5,37.25,38.05,38.25,38.1,431915,16541295.65,1183,INE992B01026
LAKSHVILAS,EQ,200,201.4,196.5,197.45,197,201.45,582234,115645533.85,3746,INE694C01018
LALPATHLAB,EQ,819.65,819.65,790.55,799.85,803.1,818.5,147248,117563097.8,18528,INE600L01024
LAMBODHARA,EQ,71.3,73,71.1,71.6,71.6,72.05,6959,499237.35,116,INE112F01022
LAOPALA,EQ,532.05,545,519,523,525.95,538,11055,5844096.15,759,INE059D01020
LAURUSLABS,EQ,612.95,615.4,606.05,610.3,609.9,612.95,147507,89868597.35,2445,INE947Q01010
M&M,EQ,1370,1375,1348.75,1356.05,1353,1370.3,827917,1124602077,28578,INE101A01026
M&MFIN,EQ,331,340.35,329.5,336.5,337.9,332,1495767,504288755.3,42092,INE774D01024
M100,EQ,18.48,18.48,18,18.01,18,18.29,11927,215903.88,136,INF247L01023
M50,EQ,90.5,90.5,89.5,89.5,89.5,90.9,828,74579.29,25,INF247L01536
MAANALU,EQ,179.95,179.95,168.2,175.6,174.5,175.1,5488,965443.9,96,INE215I01019
MADHAV,EQ,61.6,62.35,60.6,61.1,60.65,61.55,7760,476896.5,123,INE925C01016
MADHUCON,EQ,36.45,39.8,35.9,38.15,38.25,36.05,298633,11365273.8,2255,INE378D01032
MADRASFERT,EQ,23.5,23.5,22.5,22.85,22.75,22.85,34828,798153.8,145,INE414A01015
MAGMA,EQ,149,153.4,145.35,150.3,152.5,148.15,247828,36709424.2,5016,INE511C01022
MAGNUM,EQ,12.9,12.9,12.9,12.9,12.9,12.3,6022,77683.8,13,INE387I01016
MAHABANK,EQ,27.5,27.95,27.4,27.55,27.6,27.65,121071,3348716.95,649,INE457A01014
MAHASTEEL,EQ,59.3,72.1,55.95,71.7,72.1,60.1,162240,11043741.5,2081,INE451L01014
MAHINDCIE,EQ,231.95,235,228,229.4,229,230,56288,13046751.5,2067,INE536H01010
MAHLIFE,EQ,427.65,435.25,423.8,426.45,425,425.2,29877,12839332.2,768,INE813A01018
MAHSCOOTER,EQ,1874.95,1893.5,1864.55,1867.6,1865,1867.4,1698,3190866.65,121,INE288A01013
MAHSEAMLES,EQ,378.9,389.75,378.9,384.15,384,386.65,17533,6766416.2,779,INE271B01025
MAITHANALL,EQ,457.95,469.6,455.35,460.45,460.1,458.8,65104,30097095.95,3422,INE683C01011
MAJESCO,EQ,309.3,310,305.5,307.4,306.15,308.6,25846,7979305.25,719,INE898S01029
MALUPAPER,EQ,22.9,23.85,22.5,22.85,22.85,22.9,12959,300457.85,100,INE383H01017
MANAKALUCO,EQ,6.15,6.35,6.15,6.15,6.15,6.15,3555,21918.25,13,INE859Q01017
MANAKCOAT,EQ,9.1,9.3,8.8,8.9,9.1,9.05,22022,200082.05,57,INE830Q01018
MANAKSIA,EQ,70.1,76,70.1,73.35,73.3,72,32985,2400740.75,293,INE015D01022
MANAKSTEEL,EQ,20.8,21.3,19.05,20.5,20.1,20.25,332565,6692705.25,1504,INE824Q01011
MANALIPETC,EQ,36.45,37.1,36,36.3,36.6,36.5,218094,7966325.25,1528,INE201A01024
MANAPPURAM,EQ,92.25,96.35,92.15,94.5,94.5,93.65,4991716,473769143.8,20142,INE522D01027
MANDHANA,EQ,14.05,14.45,13.7,14.15,14.25,14.35,141337,1999501.25,323,INE087J01010
MANGALAM,EQ,156.1,162.8,156.1,158.85,159,159.05,33792,5404129.65,625,INE584F01014
MANGCHEFER,EQ,70.85,71.5,69,69.95,69,70.85,25322,1784425.6,268,INE558B01017
MANGLMCEM,EQ,356.05,363.5,353,356.5,362.5,355.75,5821,2072659.15,299,INE347A01017
MANGTIMBER,EQ,28.9,28.9,27,27.35,27.25,27.7,19501,535232.2,197,INE805B01012
NRAIL,EQ,277.6,284.8,277.25,283.05,284.3,280.6,10223,2881098.6,436,INE740D01017
NRBBEARING,EQ,126,126.95,122.3,124.05,124.5,126.55,31603,3961297.75,511,INE349A01021
NSIL,EQ,885,885,871.05,879.95,880,885.1,218,191856.6,10,INE023A01030
NTL,EQ,4.25,4.25,4,4.15,4.15,4.2,23329,96743,29,INE333I01036
NTPC,EQ,157.9,160.1,157.25,159.65,159.9,157.9,4215728,668703314.8,31299,INE733E01010
NUCLEUS,EQ,340,341,338.15,338.6,338.3,338.15,52897,17936718.6,2239,INE096B01018
NUTEK,EQ,0.7,0.75,0.7,0.75,0.75,0.75,28819,20660.3,347,INE318J01027
NV20IWIN,EQ,40.81,40.85,40.75,40.75,40.75,40.89,1445,58902.45,6,INF109KB1WY5
OBEROIRLTY,EQ,345,354.45,335.3,344.7,339.95,344.95,956919,333053938.75,10258,INE093I01010
OCCL,EQ,948.05,962,938,955.75,951,936.55,795,755294,130,INE321D01016
OCL,EQ,1140,1175,1131.05,1167.3,1170,1144.8,4302,4977013.3,446,INE290B01025
OFSS,EQ,3619.9,3619.9,3570,3589.2,3590,3579.35,31631,113555008.15,820,INE881D01027
OIL,EQ,270,272,263.1,264.75,265.5,268.75,607201,162327839.1,11119,INE274J01014
OILCOUNTUB,EQ,45.45,45.8,44.3,45.05,44.8,44.85,11559,522580.95,164,INE591A01010
OISL,EQ,4.25,4.3,4.25,4.3,4.3,4.2,29812,127116,57,INE196J01019
OMAXAUTO,EQ,72.3,72.75,71,71.95,71.5,72.7,85511,6193908.4,214,INE090B01011
OMAXE,EQ,204.35,205.5,203.85,204.35,205.2,204.45,617705,126310878.75,7421,INE800H01010
OMKARCHEM,EQ,78,81.9,75.5,76.15,76.45,78.6,157203,12193513.4,1454,INE474L01016
OMMETALS,EQ,48,48.1,46.15,46.8,47.3,47.4,34061,1588165.8,149,INE239D01028
ONELIFECAP,EQ,22.5,23,21.5,22.05,21.8,22.4,3003,66534.5,27,INE912L01015
ONGC,EQ,161.05,161.45,157.5,158.1,157.75,159.95,7419236,1180244500.65,52473,INE213A01029
ONMOBILE,EQ,67,70,66.1,68.3,67.75,65.1,541582,37021860.7,4094,INE809I01019
ONWARDTEC,EQ,83.5,83.5,79.75,80.75,80.5,79.85,11548,949495.15,65,INE229A01017
PETRONET,EQ,430.9,435.65,426.5,431.9,432,434.85,2373919,1026344783.55,64616,INE347G01014
PFC,EQ,121.35,125.5,120.7,124.4,124.6,121.9,5290827,654891399.05,44686,INE134E01011
PFIZER,EQ,1798.1,1825.35,1766.1,1818.3,1815.1,1786.95,12560,22675797.9,1313,INE182A01018
PFOCUS,EQ,105.5,109,105.5,108.3,109,105.95,14103,1518587.5,169,INE367G01038
PFS,EQ,39.25,39.25,38.65,38.85,39.05,39,629355,24479955.5,2390,INE560K01014
PGEL,EQ,245.15,249,241.8,245.3,245,247.35,50117,12289152.75,948,INE457L01011
PGHH,EQ,8000,8015.05,7966.2,8002.6,8008.5,8016.75,2093,16732533.6,1142,INE179A01014
PGIL,EQ,164.7,169.4,156,162.7,165,165.25,54704,8757005.75,1267,INE940H01014
PHILIPCARB,EQ,569.85,615.8,556.1,606.2,611.5,572.7,1075863,636325547.6,26617,INE602A01015
PHOENIXLL,EQ,234.9,234.9,223.95,228.9,231.45,226.45,11882,2705752.75,390,INE455B01016
PHOENIXLTD,EQ,452.95,454,447.5,450,450,455.05,159542,71834900.55,4329,INE211B01039
PIDILITIND,EQ,804.2,804.2,780.1,781.7,780.75,806.8,589694,465129141.75,22065,INE318A01026
PIIND,EQ,811.5,819.65,801,814.1,812,811.35,86997,70563691.9,4540,INE603J01030
PILITA,EQ,15,15,14.75,14.95,14.95,14.7,9665,143577.2,21,INE600A01035
PINCON,EQ,66.9,67,66,66.5,66.75,66.45,185613,12361802.8,1470,INE675G01018
PIONEEREMB,EQ,40,41.4,39.65,40.85,40.9,40.2,10165,412260,112,INE156C01018
PITTILAM,EQ,55,55.35,53.95,54.25,54.5,54.65,29716,1623037.9,206,INE450D01021
PKTEA,EQ,150.25,153.4,145.6,150,150,144,370,55675.5,14,INE431F01018
PLASTIBLEN,EQ,589.95,620,565.65,617.15,618.9,588.4,87035,52613648.15,4070,INE083C01022
PNB,EQ,134.4,138.25,132.65,136.5,136.6,137,10796349,1468875924.3,53240,INE160A01022
PTC,EQ,91.35,92.8,91.25,92.1,92.5,92.5,1209885,111438210.65,5748,INE877F01012
PTL,EQ,45.5,45.5,44.05,45.15,45.25,44.15,13416,600526,71,INE034D01031
PUNJABCHEM,EQ,319.15,325.55,315.4,320.15,323,318.2,12127,3871271.5,368,INE277B01014
PUNJLLOYD,EQ,18.55,18.8,18.25,18.45,18.45,18.5,631846,11727663.55,2175,INE701B01021
PURVA,EQ,63.65,64,63,63.4,63.75,63.65,147998,9412074.7,749,INE323I01011
PVP,EQ,5.1,5.25,5.05,5.1,5.15,5.15,116420,594254.4,199,INE362A01016
PVR,EQ,1451.35,1458.95,1393.35,1405.35,1410.85,1450.35,238384,338504377.45,13282,INE191H01014
QGOLDHALF,EQ,1294.25,1295,1290,1293.5,1293,1294.2,223,288429.55,74,INF082J01010
QUESS,EQ,899.9,909,888,896.25,893,898.85,33539,30177440.55,1307,INE615P01015
QUICKHEAL,EQ,209.3,212,208,208.5,208.4,206.8,198037,41538138.5,3882,INE306L01010
RADAAN,EQ,1.15,1.15,1.15,1.15,1.15,1.2,1000,1150,1,INE874F01027
RADICO,EQ,121,123.7,120.7,122.05,122.05,120.95,136907,16735975.4,1301,INE944F01028
RADIOCITY,EQ,346.1,353,346.05,351.45,353,349.3,10673,3736349.85,266,INE919I01016
RAIN,EQ,107,108.7,103.25,104.05,104,107.15,1321748,139756080.1,8858,INE855B01025
RAINBOWPAP,EQ,3.3,3.55,3.3,3.4,3.5,3.45,79106,277469.2,135,INE028D01025
RAIREKMOH,EQ,101.5,107.75,100.25,105.95,105,101.55,52500,5481089,252,INE313D01013
RAJESHEXPO,EQ,691.5,692.55,676,680.65,678.5,692.45,445788,304833703.1,11300,INE343B01030
RAJOIL,EQ,1.3,1.35,1.25,1.3,1.3,1.3,26816,34716.55,23,INE294G01018
RAJSREESUG,EQ,50.5,52.8,50.35,51.35,51.4,50.45,26478,1369076,281,INE562B01019
RAJTV,EQ,54.3,57.75,54.3,55.4,55.4,56.3,5938,332183.35,122,INE952H01027
RAJVIR,EQ,41,41,41,41,41,39.95,2,82,1,INE011H01014
RALLIS,EQ,235.6,244.6,235.6,239.3,239.4,239.05,115229,27685371.9,1984,INE613A01020
RAMANEWS,EQ,24.8,25.8,24.25,24.45,24.3,25,40660,1002914.75,189,INE278B01020
RAMASTEEL,EQ,126.05,127.55,125,125.1,125.5,126.6,19620,2471704.45,194,INE230R01027
RAMCOCEM,EQ,680.45,692.45,670.7,682.65,680,680.7,164679,112822042.65,6532,INE331A01037
RDEL,EQ,59.95,59.95,58.25,58.5,58.55,60,1456821,85674629.55,6904,INE542F01012
RECLTD,EQ,167.8,172.75,167.25,171.7,171.35,169.25,6196541,1057977282.95,56494,INE020B01018
REDINGTON,EQ,128.7,132.5,127.55,128.7,129,127.7,75498,9798859.25,3189,INE891D01026
REFEX,EQ,15.65,15.85,15.3,15.55,15.55,15.55,29791,465388.6,72,INE056I01017
REIAGROLTD,EQ,0.3,0.3,0.25,0.3,0.3,0.3,2099791,604867.35,110,INE385B01031
RELAXO,EQ,483.15,483.9,470.45,475.15,476,486.5,11173,5338991.05,379,INE131B01039
RELCAPITAL,EQ,654,660,645.65,651.45,649.1,658.4,2390070,1559177106.75,33955,INE013A01015
RELCNX100,EQ,99.63,100.43,99.63,100.43,100.43,99.78,554,55207.02,2,INF204K014N5
RELCONS,EQ,44.54,44.95,44.31,44.85,44.9,44.98,2204,98246.34,11,INF204KA1LD7
RELDIVOPP,EQ,25.52,25.56,25.5,25.5,25.5,25.29,239,6106.5,5,INF204KA1MS3
RELIANCE,EQ,1439.95,1439.95,1395.55,1398.5,1399.8,1437.15,3558538,5012497439.8,96283,INE002A01018
RELIGARE,EQ,174.05,177.35,173.15,173.7,173.3,175.5,8562,1493158.55,257,INE621H01010
RELINFRA,EQ,503.1,508,498.1,503.8,503.2,503.55,1314849,662330332.05,28145,INE036A01016
REMSONSIND,EQ,52.2,57.95,52.2,57,57,55.5,12,688.7,3,INE474C01015
RENUKA,EQ,12.5,12.65,12.45,12.5,12.5,12.45,610928,7663829.4,905,INE087H01022
REPCOHOME,EQ,836.95,836.95,798.95,810.3,808.6,827.85,225570,183105672.9,13569,INE612J01015
REPRO,EQ,432,439.95,423.7,429.85,433.5,436.35,4300,1859738.65,196,INE461B01014
RESPONIND,EQ,87.8,87.8,83.2,85.1,85.5,84.4,1829,153974.5,90,INE688D01026
REVATHI,EQ,757,767.95,757,757.45,757,767.35,520,394551.1,44,INE617A01013
RICOAUTO,EQ,51.4,51.45,50.6,50.9,51.25,50.7,148334,7564636.5,1248,INE209B01025
RIIL,EQ,434,434,427.05,428.55,427.85,434.35,167637,72058666.35,5796,INE046A01015
RJL,EQ,172.1,174,169.3,169.95,169.6,172.45,11402,1952869.05,296,INE722H01016
SAIL,EQ,56.5,57.45,56.15,57.05,57.1,56.45,3812635,217142025.65,20768,INE114A01011
SAKHTISUG,EQ,27.85,28.1,26.6,26.75,26.7,27.5,160017,4344645.55,989,INE623A01011
SAKSOFT,EQ,212.2,216,212.2,214.3,213.45,216.1,636,136398.95,38,INE667G01015
SAKUMA,EQ,74.45,76.4,72.8,73.85,74,74,60011,4456615.05,942,INE190H01016
SALORAINTL,EQ,49.55,50.8,49.55,50.75,50.8,49.55,280,13997.75,7,INE924A01013
SALSTEEL,EQ,5.4,5.8,5.35,5.65,5.8,5.5,28486,158796.75,79,INE658G01014
SALZERELEC,EQ,197,200.45,195.25,199.1,200,197.05,20173,3992911.3,613,INE457F01013
SAMBHAAV,EQ,7.7,9,7.65,8.6,8.75,8.5,47508,411154.6,100,INE699B01027
SANCO,EQ,106.9,109.8,106.9,109.3,107,107,13006,1418724,21,INE782L01012
SANDESH,EQ,884,886,855,871,860,869.6,1819,1581495.35,156,INE583B01015
SANGAMIND,EQ,260.5,265.9,255.15,262.15,260.5,261.45,2823,734719.45,190,INE495C01010
SANGHIIND,EQ,82.45,85.95,81.85,84.5,84,82.5,515676,43661151.5,2249,INE999B01013
SANGHVIFOR,EQ,39.05,40.4,39.05,40.1,40.15,39.05,1054,42357.6,12,INE263L01013
